latitude,longitude,mag,magType,time,place,depth,mag_group,date
13.126,125.24,5.3,mwc,1997-12-23 10:02:58.540000+00:00,Philippine Islands region,33.0,5.0-5.9,1997-Dec-23
13.139,125.161,5.3,mwc,1997-12-23 09:52:00.220000+00:00,"53 km NNE of Cabodiongan, Philippines",33.0,5.0-5.9,1997-Dec-23
14.901,119.921,5.6,mwc,1997-12-22 16:49:52.960000+00:00,"Luzon, Philippines",33.0,5.0-5.9,1997-Dec-22
13.765,120.726,5.0,mwc,1997-09-07 14:32:02.240000+00:00,"9 km SSE of Hukay, Philippines",104.3,5.0-5.9,1997-Sep-07
15.027,122.552,5.1,mb,1997-07-22 22:53:36.200000+00:00,"39 km NNE of Casuguran, Philippines",33.0,5.0-5.9,1997-Jul-22
18.915,121.336,6.1,mwc,1997-05-22 13:21:36.350000+00:00,"38 km NNE of Namuac, Philippines",33.9,6.0-6.9,1997-May-22
10.184,121.657,5.9,mwc,1997-05-12 13:45:26.390000+00:00,"43 km SW of Magdalena, Philippines",33.0,5.0-5.9,1997-May-12
14.906,119.889,5.5,mwc,1997-05-05 05:44:17.380000+00:00,"20 km WSW of San Nicolas, Philippines",33.0,5.0-5.9,1997-May-05
12.809,124.886,5.1,mwc,1997-04-16 22:53:56.120000+00:00,"23 km NW of Cabodiongan, Philippines",33.0,5.0-5.9,1997-Apr-16
18.315,120.953,5.8,mwc,1997-04-08 18:07:09.570000+00:00,"29 km ENE of Piddig, Philippines",70.6,5.0-5.9,1997-Apr-08
17.821,120.205,5.1,mwc,1997-03-18 13:02:14.180000+00:00,"22 km NW of Puro Pinget, Philippines",33.0,5.0-5.9,1997-Mar-18
13.445,120.991,5.4,mwc,1997-03-12 14:51:49.230000+00:00,"2 km WNW of San Teodoro, Philippines",33.0,5.0-5.9,1997-Mar-12
10.242,121.625,5.0,mb,1997-02-13 22:03:17.620000+00:00,"Panay, Philippines",33.0,5.0-5.9,1997-Feb-13
10.263,121.563,5.2,mwc,1997-02-12 17:21:23.470000+00:00,"48 km WSW of Magdalena, Philippines",33.0,5.0-5.9,1997-Feb-12
16.255,120.515,5.2,mwc,1996-12-05 10:38:53+00:00,"3 km NE of Subusub, Philippines",33.0,5.0-5.9,1996-Dec-05
16.348,120.527,5.9,mwc,1996-11-20 17:58:04.620000+00:00,"3 km ENE of Taloy, Philippines",33.0,5.0-5.9,1996-Nov-20
10.254,121.709,5.4,mwc,1996-11-09 06:11:14.550000+00:00,"34 km WSW of Magdalena, Philippines",33.0,5.0-5.9,1996-Nov-09
14.496,120.066,5.0,mb,1996-10-09 20:44:00.590000+00:00,"29 km SW of Morong, Philippines",61.3,5.0-5.9,1996-Oct-09
13.769,120.878,5.0,mb,1996-09-25 11:36:31.910000+00:00,"3 km NW of Solo, Philippines",100.0,5.0-5.9,1996-Sep-25
13.0,121.017,5.0,mb,1996-09-05 22:44:43.780000+00:00,"27 km E of Barahan, Philippines",33.0,5.0-5.9,1996-Sep-05
13.647,120.861,5.4,mwc,1996-08-09 08:08:06.430000+00:00,"1 km SW of Tingloy, Philippines",129.6,5.0-5.9,1996-Aug-09
14.509,119.954,6.1,mwb,1996-07-30 17:38:30.710000+00:00,"38 km WSW of Sabang, Philippines",33.0,6.0-6.9,1996-Jul-30
13.856,120.671,5.9,mwc,1996-07-20 09:14:04.170000+00:00,"3 km WNW of Hukay, Philippines",110.1,5.0-5.9,1996-Jul-20
12.879,124.754,5.3,mwc,1996-06-26 00:21:25.730000+00:00,"38 km N of Bugko, Philippines",33.0,5.0-5.9,1996-Jun-26
12.811,125.055,6.1,mwc,1996-06-14 15:04:40.740000+00:00,"16 km N of Cabodiongan, Philippines",28.8,6.0-6.9,1996-Jun-14
12.682,125.126,5.3,mb,1996-06-11 18:34:12.630000+00:00,"Samar, Philippines",33.0,5.0-5.9,1996-Jun-11
16.13,120.6,5.5,mwc,1996-05-02 06:30:24.890000+00:00,"4 km SE of Labayug, Philippines",33.0,5.0-5.9,1996-May-02
17.203,121.128,5.2,mwc,1996-04-22 02:23:47.750000+00:00,"17 km SSW of Lubuagan, Philippines",33.0,5.0-5.9,1996-Apr-22
12.816,124.982,5.8,mwc,1996-04-18 06:12:57.560000+00:00,"18 km NNW of Cabodiongan, Philippines",33.0,5.0-5.9,1996-Apr-18
13.906,120.754,5.6,mw,1996-02-18 09:57:17+00:00,"4 km SE of Balayan, Philippines",242.4,5.0-5.9,1996-Feb-18
18.588,121.103,5.5,mw,1995-12-20 16:20:50.380000+00:00,"2 km SE of Claveria, Philippines",33.0,5.0-5.9,1995-Dec-20
14.735,122.095,5.2,mw,1995-07-28 07:28:24.890000+00:00,"10 km WSW of Patnanungan, Philippines",20.8,5.0-5.9,1995-Jul-28
18.435,120.852,5.8,mwb,1995-06-05 20:20:17.570000+00:00,"14 km SE of Bangui, Philippines",47.9,5.0-5.9,1995-Jun-05
13.475,124.752,5.0,mb,1995-05-19 21:50:41.570000+00:00,"51 km ESE of Bato, Philippines",30.4,5.0-5.9,1995-May-19
15.057,118.652,5.4,mw,1995-03-15 02:31:31.920000+00:00,"140 km WSW of Palauig, Philippines",26.7,5.0-5.9,1995-Mar-15
19.029,121.377,5.2,mw,1995-03-14 06:27:17.500000+00:00,"51 km NNE of Namuac, Philippines",33.0,5.0-5.9,1995-Mar-14
18.405,120.87,5.0,mb,1995-02-20 11:47:58.890000+00:00,"18 km SE of Bangui, Philippines",33.0,5.0-5.9,1995-Feb-20
13.577,120.834,5.0,mb,1995-02-17 17:25:16.290000+00:00,"10 km SSW of Tingloy, Philippines",150.7,5.0-5.9,1995-Feb-17
15.658,119.624,5.2,mw,1995-02-10 22:34:32.070000+00:00,"28 km WSW of Bolitoc, Philippines",53.6,5.0-5.9,1995-Feb-10
13.791,120.698,5.4,mb,1994-12-28 17:29:14.530000+00:00,"6 km S of Hukay, Philippines",155.7,5.0-5.9,1994-Dec-28
13.142,121.159,5.1,mb,1994-12-21 23:35:34.340000+00:00,"10 km SSE of Aurora, Philippines",33.0,5.0-5.9,1994-Dec-21
12.865,121.332,5.3,mw,1994-12-20 08:13:30.430000+00:00,"10 km SSW of Malamig, Philippines",33.0,5.0-5.9,1994-Dec-20
12.999,121.374,5.0,mb,1994-12-13 17:05:08.950000+00:00,"4 km WSW of Pambisan, Philippines",33.0,5.0-5.9,1994-Dec-13
15.033,123.785,5.1,mb,1994-11-25 13:18:40.720000+00:00,"116 km NNW of Pandan, Philippines",22.4,5.0-5.9,1994-Nov-25
12.95,121.373,5.1,mw,1994-11-24 10:38:49.270000+00:00,"0 km E of Malamig, Philippines",61.8,5.0-5.9,1994-Nov-24
13.057,121.09,5.4,mw,1994-11-18 01:13:00.250000+00:00,"19 km S of Aurora, Philippines",19.9,5.0-5.9,1994-Nov-18
13.136,121.184,5.5,mw,1994-11-15 06:25:09.200000+00:00,"11 km WSW of Victoria, Philippines",21.3,5.0-5.9,1994-Nov-15
13.525,121.067,7.1,mw,1994-11-14 19:15:30.660000+00:00,"10 km E of Sabang, Philippines",31.5,7.0-7.9,1994-Nov-14
13.713,124.492,5.0,mb,1994-10-12 15:04:53.140000+00:00,"13 km SE of Gigmoto, Philippines",20.4,5.0-5.9,1994-Oct-12
13.773,124.529,6.4,mwb,1994-10-12 06:43:39.730000+00:00,"15 km E of Gigmoto, Philippines",15.7,6.0-6.9,1994-Oct-12
13.807,124.502,5.0,mb,1994-10-12 06:34:22.510000+00:00,"12 km ENE of Gigmoto, Philippines",27.7,5.0-5.9,1994-Oct-12
13.695,124.548,5.4,mb,1994-10-12 06:08:10.420000+00:00,"19 km ESE of Gigmoto, Philippines",20.7,5.0-5.9,1994-Oct-12
13.765,124.538,5.9,mw,1994-10-12 06:02:49.900000+00:00,"16 km E of Gigmoto, Philippines",27.0,5.0-5.9,1994-Oct-12
13.259,124.281,6.2,mw,1994-06-09 16:22:22.090000+00:00,"18 km ENE of Rapu-Rapu, Philippines",75.9,6.0-6.9,1994-Jun-09
14.018,120.618,5.0,mb,1994-05-19 21:19:41.080000+00:00,"2 km SSW of San Diego, Philippines",105.2,5.0-5.9,1994-May-19
13.433,120.603,5.7,mb,1994-05-10 18:19:12.700000+00:00,"12 km NNW of Cabacao, Philippines",70.1,5.0-5.9,1994-May-10
13.074,119.545,6.0,mw,1994-04-27 14:11:45.150000+00:00,"99 km NNW of Buluang, Philippines",9.7,6.0-6.9,1994-Apr-27
18.759,120.877,5.0,mb,1994-04-21 08:00:14.600000+00:00,"23 km NNE of Pagudpud, Philippines",46.7,5.0-5.9,1994-Apr-21
13.691,120.787,5.9,mw,1994-02-20 21:48:12.530000+00:00,"9 km WNW of Tingloy, Philippines",206.5,5.0-5.9,1994-Feb-20
13.693,123.035,5.6,mw,1993-12-12 05:15:24.520000+00:00,"3 km SSW of Mambulo, Philippines",21.9,5.0-5.9,1993-Dec-12
15.437,121.785,5.5,mw,1993-10-30 08:30:33.970000+00:00,"42 km E of Dingalan, Philippines",38.6,5.0-5.9,1993-Oct-30
13.801,120.715,5.1,mb,1993-10-26 07:17:04.780000+00:00,"5 km SSE of Hukay, Philippines",125.6,5.0-5.9,1993-Oct-26
13.321,124.157,5.3,mw,1993-08-19 06:48:26.980000+00:00,"15 km NNE of Rapu-Rapu, Philippines",71.3,5.0-5.9,1993-Aug-19
13.694,119.951,5.0,mb,1993-07-29 02:43:03.880000+00:00,"22 km SW of Tagbak, Philippines",62.8,5.0-5.9,1993-Jul-29
13.693,123.674,5.7,ms,1993-07-07 20:53:24.950000+00:00,"2 km SSE of Maagnas, Philippines",40.4,5.0-5.9,1993-Jul-07
14.937,120.51,5.6,mw,1993-04-09 11:35:38.160000+00:00,"2 km ENE of Gutad, Philippines",33.7,5.0-5.9,1993-Apr-09
13.383,120.551,5.1,mw,1993-04-04 23:05:17.790000+00:00,"10 km ESE of Paluan, Philippines",61.9,5.0-5.9,1993-Apr-04
13.387,120.484,5.9,mw,1993-03-29 03:50:53.130000+00:00,"Mindoro, Philippines",58.1,5.0-5.9,1993-Mar-29
13.619,123.072,5.6,mw,1993-02-03 16:51:46.300000+00:00,"3 km NNW of Pamplona, Philippines",17.9,5.0-5.9,1993-Feb-03
18.135,121.023,5.4,mb,1993-01-08 19:26:38.880000+00:00,"21 km NW of Kabugao, Philippines",25.3,5.0-5.9,1993-Jan-08
13.924,124.451,5.0,ms,1992-08-19 06:04:57.280000+00:00,"16 km ENE of Viga, Philippines",25.3,5.0-5.9,1992-Aug-19
11.1,122.62,5.4,mw,1992-05-21 21:56:11.080000+00:00,"2 km NNW of Ponong, Philippines",33.0,5.0-5.9,1992-May-21
13.499,125.354,5.0,mb,1992-05-18 06:14:56.150000+00:00,"98 km NNE of Cabodiongan, Philippines",28.6,5.0-5.9,1992-May-18
17.155,120.827,6.3,mwb,1992-03-19 06:34:25.860000+00:00,"7 km NNW of Besao, Philippines",15.4,6.0-6.9,1992-Mar-19
13.939,120.667,5.2,mw,1992-01-15 05:00:32.880000+00:00,"0 km SE of Bungahan, Philippines",146.9,5.0-5.9,1992-Jan-15
17.958,121.635,5.0,mb,1992-01-13 11:40:09.900000+00:00,"5 km N of Tupang, Philippines",22.5,5.0-5.9,1992-Jan-13
13.642,120.817,5.1,mw,1992-01-10 00:38:08.270000+00:00,"6 km WSW of Tingloy, Philippines",143.8,5.0-5.9,1992-Jan-10
13.399,120.437,5.2,mb,1991-10-25 13:48:21.590000+00:00,"3 km SW of Paluan, Philippines",22.7,5.0-5.9,1991-Oct-25
13.291,121.088,5.0,mb,1991-10-10 08:52:37.550000+00:00,"3 km WSW of Dulangan, Philippines",53.2,5.0-5.9,1991-Oct-10
15.204,120.404,5.5,mw,1991-09-04 22:27:21.720000+00:00,"14 km S of Santa Juliana, Philippines",20.9,5.0-5.9,1991-Sep-04
11.949,120.568,5.0,mb,1991-08-08 13:22:30.800000+00:00,"39 km E of Coron, Philippines",21.7,5.0-5.9,1991-Aug-08
14.916,120.646,5.0,mb,1991-07-26 06:56:51.080000+00:00,"3 km SE of Sexmoan, Philippines",33.0,5.0-5.9,1991-Jul-26
18.425,120.637,5.2,mb,1991-06-20 08:23:24.020000+00:00,"8 km SE of Davila, Philippines",43.5,5.0-5.9,1991-Jun-20
15.17,120.323,5.2,mb,1991-06-16 20:40:40.570000+00:00,"20 km SSW of Santa Juliana, Philippines",10.0,5.0-5.9,1991-Jun-16
15.08,120.585,5.5,mb,1991-06-16 20:37:20.310000+00:00,"2 km SE of Manibaug Pasig, Philippines",10.0,5.0-5.9,1991-Jun-16
15.234,120.291,5.0,mb,1991-06-16 20:36:53.350000+00:00,"18 km SW of Santa Juliana, Philippines",10.0,5.0-5.9,1991-Jun-16
15.03,120.223,5.0,mb,1991-06-16 13:26:44.090000+00:00,"2 km NNE of Santa Fe, Philippines",12.6,5.0-5.9,1991-Jun-16
15.177,120.355,5.0,mb,1991-06-16 09:51:09.020000+00:00,"18 km SSW of Santa Juliana, Philippines",15.0,5.0-5.9,1991-Jun-16
15.25,120.591,5.1,mb,1991-06-16 06:58:21.910000+00:00,"3 km NE of Mabalacat City, Philippines",12.6,5.0-5.9,1991-Jun-16
15.198,120.332,5.4,mw,1991-06-16 02:07:41.020000+00:00,"17 km SW of Santa Juliana, Philippines",10.0,5.0-5.9,1991-Jun-16
15.211,120.267,5.0,mb,1991-06-15 19:48:53.520000+00:00,"21 km SW of Santa Juliana, Philippines",8.5,5.0-5.9,1991-Jun-15
15.046,120.573,5.0,mb,1991-06-15 12:25:30.740000+00:00,"1 km E of Pulung Santol, Philippines",10.0,5.0-5.9,1991-Jun-15
15.214,120.336,5.0,mb,1991-06-15 11:32:20.330000+00:00,"16 km SW of Santa Juliana, Philippines",10.0,5.0-5.9,1991-Jun-15
15.119,120.355,5.6,mw,1991-06-15 11:15:28.010000+00:00,"17 km WNW of Babo-Pangulo, Philippines",10.0,5.0-5.9,1991-Jun-15
15.061,120.543,5.0,mb,1991-06-15 11:11:18.400000+00:00,"1 km S of Porac, Philippines",10.0,5.0-5.9,1991-Jun-15
15.316,120.522,5.7,mw,1991-06-15 10:41:14.240000+00:00,"6 km WSW of Calingcuan, Philippines",10.0,5.0-5.9,1991-Jun-15
15.171,120.31,5.1,mb,1991-06-15 07:39:09.520000+00:00,"20 km NNE of Santa Fe, Philippines",10.0,5.0-5.9,1991-Jun-15
16.76,120.709,5.0,mb,1991-06-11 02:34:58.530000+00:00,"2 km SW of Ampusungan, Philippines",116.2,5.0-5.9,1991-Jun-11
12.207,120.609,5.0,mb,1991-06-06 18:14:05.530000+00:00,"47 km WSW of Adela, Philippines",18.4,5.0-5.9,1991-Jun-06
13.087,123.239,5.2,mb,1991-04-23 02:50:22.650000+00:00,"7 km WNW of Cagmanaba, Philippines",40.0,5.0-5.9,1991-Apr-23
13.775,120.723,5.3,mw,1991-04-19 04:51:40.490000+00:00,"8 km SSE of Hukay, Philippines",171.6,5.0-5.9,1991-Apr-19
12.752,124.367,5.3,mb,1991-04-17 09:14:15.600000+00:00,"7 km N of Biri, Philippines",75.1,5.0-5.9,1991-Apr-17
12.55,123.461,5.1,ms,1991-03-27 09:14:48.080000+00:00,"8 km ENE of Aroroy, Philippines",33.0,5.0-5.9,1991-Mar-27
15.52,119.178,5.1,mb,1991-03-08 16:05:00.640000+00:00,"78 km W of Palauig, Philippines",42.0,5.0-5.9,1991-Mar-08
16.518,121.14,5.2,mb,1991-02-04 22:39:45.430000+00:00,"4 km NNW of Bayombong, Philippines",10.0,5.0-5.9,1991-Feb-04
16.336,121.095,5.0,mb,1990-11-06 00:37:15.650000+00:00,"1 km S of Almaguer North, Philippines",10.0,5.0-5.9,1990-Nov-06
13.74,121.029,5.1,mb,1990-10-22 12:21:35.180000+00:00,"2 km W of Wawa, Philippines",33.0,5.0-5.9,1990-Oct-22
13.49,120.383,5.1,mb,1990-10-06 10:02:30.790000+00:00,"7 km NW of Harrison, Philippines",34.1,5.0-5.9,1990-Oct-06
15.393,119.605,5.0,mb,1990-09-24 23:55:51.140000+00:00,"32 km W of Palauig, Philippines",47.9,5.0-5.9,1990-Sep-24
16.379,121.037,5.1,mb,1990-09-23 08:26:39.530000+00:00,"2 km ENE of Salinas, Philippines",33.0,5.0-5.9,1990-Sep-23
15.469,119.327,5.6,mw,1990-09-22 20:53:57.580000+00:00,"62 km W of Palauig, Philippines",33.0,5.0-5.9,1990-Sep-22
16.43,120.069,5.0,mb,1990-09-10 08:27:31.130000+00:00,"12 km NE of Cabungan, Philippines",10.0,5.0-5.9,1990-Sep-10
16.31,120.71,5.3,mb,1990-09-03 05:13:27.150000+00:00,"2 km SW of Dalupirip, Philippines",24.5,5.0-5.9,1990-Sep-03
17.203,120.131,5.3,mb,1990-08-19 20:46:46.290000+00:00,"30 km W of Darapidap, Philippines",24.0,5.0-5.9,1990-Aug-19
16.352,120.414,5.0,mw,1990-08-11 21:09:39.670000+00:00,"1 km S of Halog West, Philippines",30.4,5.0-5.9,1990-Aug-11
16.286,120.642,5.0,mb,1990-08-08 23:27:46.430000+00:00,"9 km SSW of Itogon, Philippines",19.8,5.0-5.9,1990-Aug-08
16.23,120.498,5.1,mw,1990-08-06 02:30:41.110000+00:00,"0 km NE of Subusub, Philippines",39.3,5.0-5.9,1990-Aug-06
16.1,119.64,5.4,mw,1990-07-23 22:20:42.020000+00:00,"15 km WSW of Aloleng, Philippines",18.0,5.0-5.9,1990-Jul-23
11.269,122.348,5.6,mw,1990-07-23 18:02:50.980000+00:00,"7 km W of Da-an Sur, Philippines",16.3,5.0-5.9,1990-Jul-23
15.497,121.45,5.0,mb,1990-07-23 07:22:01.390000+00:00,"12 km ENE of Gabaldon, Philippines",33.0,5.0-5.9,1990-Jul-23
16.488,120.658,5.6,mw,1990-07-23 00:48:58.900000+00:00,"6 km S of Loacan, Philippines",19.5,5.0-5.9,1990-Jul-23
16.532,121.045,5.3,mb,1990-07-22 11:20:09.650000+00:00,"10 km NW of Busilak, Philippines",33.0,5.0-5.9,1990-Jul-22
15.947,120.935,5.1,mb,1990-07-22 09:53:38.080000+00:00,"4 km W of Digdig, Philippines",45.3,5.0-5.9,1990-Jul-22
16.445,121.059,5.4,mw,1990-07-22 06:03:04.640000+00:00,"7 km WSW of Busilak, Philippines",12.7,5.0-5.9,1990-Jul-22
16.4,120.919,5.7,mw,1990-07-21 07:23:35.820000+00:00,"11 km WNW of Salinas, Philippines",26.3,5.0-5.9,1990-Jul-21
16.221,121.124,5.0,mb,1990-07-20 22:49:45.700000+00:00,"9 km SSE of Malasin, Philippines",33.0,5.0-5.9,1990-Jul-20
16.386,120.938,5.8,mw,1990-07-20 15:11:17.860000+00:00,"8 km WNW of Salinas, Philippines",17.0,5.0-5.9,1990-Jul-20
17.322,121.042,5.1,mb,1990-07-19 15:44:21.460000+00:00,"11 km SW of Pasil, Philippines",31.3,5.0-5.9,1990-Jul-19
12.642,123.585,5.0,mb,1990-07-18 20:10:21.980000+00:00,"8 km W of Monreal, Philippines",33.0,5.0-5.9,1990-Jul-18
16.511,121.007,5.6,mw,1990-07-18 08:00:12.880000+00:00,"13 km WNW of Busilak, Philippines",13.5,5.0-5.9,1990-Jul-18
16.543,120.76,5.2,mb,1990-07-18 07:17:15.690000+00:00,"5 km ESE of Topdac, Philippines",31.3,5.0-5.9,1990-Jul-18
14.343,121.815,5.1,mb,1990-07-18 04:37:51.850000+00:00,"15 km NNE of Cagsiay, Philippines",27.9,5.0-5.9,1990-Jul-18
16.402,121.092,5.2,mb,1990-07-18 01:56:50.430000+00:00,"2 km NW of Bambang, Philippines",33.0,5.0-5.9,1990-Jul-18
16.482,120.993,5.1,mb,1990-07-18 01:35:12.380000+00:00,"12 km NNW of Salinas, Philippines",18.6,5.0-5.9,1990-Jul-18
16.42,120.87,5.0,mb,1990-07-17 22:46:04.020000+00:00,"14 km ESE of Ambuclao, Philippines",33.0,5.0-5.9,1990-Jul-17
16.212,120.959,5.0,mb,1990-07-17 22:39:50.540000+00:00,"5 km SW of Bone South, Philippines",33.0,5.0-5.9,1990-Jul-17
16.343,121.235,5.0,mb,1990-07-17 22:29:53.010000+00:00,"11 km ENE of Mabasa, Philippines",33.0,5.0-5.9,1990-Jul-17
17.277,120.868,5.0,mb,1990-07-17 21:47:28.900000+00:00,"20 km N of Besao, Philippines",33.0,5.0-5.9,1990-Jul-17
16.252,120.922,5.0,mb,1990-07-17 21:40:11.310000+00:00,"7 km W of Bone South, Philippines",33.0,5.0-5.9,1990-Jul-17
16.495,120.981,6.5,mw,1990-07-17 21:14:43.860000+00:00,"14 km NNW of Salinas, Philippines",23.1,6.0-6.9,1990-Jul-17
17.377,121.053,5.0,mb,1990-07-17 18:48:51.680000+00:00,"8 km W of Pasil, Philippines",33.0,5.0-5.9,1990-Jul-17
16.433,120.838,6.1,mw,1990-07-17 18:06:35.330000+00:00,"10 km ESE of Ambuclao, Philippines",18.3,6.0-6.9,1990-Jul-17
16.248,120.985,5.4,mw,1990-07-17 06:11:12.750000+00:00,"1 km WNW of Bone South, Philippines",12.8,5.0-5.9,1990-Jul-17
16.47,120.317,5.0,mb,1990-07-16 21:27:14.860000+00:00,"2 km SSW of Payocpoc Sur, Philippines",33.0,5.0-5.9,1990-Jul-16
16.281,120.488,5.0,mb,1990-07-16 21:26:21.300000+00:00,"2 km NNE of Inabaan Sur, Philippines",33.0,5.0-5.9,1990-Jul-16
15.47,121.317,5.0,mb,1990-07-16 20:44:18.440000+00:00,"1 km SE of Bagong-Sikat, Philippines",33.0,5.0-5.9,1990-Jul-16
17.519,121.048,5.1,mb,1990-07-16 20:31:24.960000+00:00,"17 km NNW of Pasil, Philippines",33.0,5.0-5.9,1990-Jul-16
16.425,120.547,5.2,mb,1990-07-16 20:16:02.890000+00:00,"4 km SE of Bayabas, Philippines",12.9,5.0-5.9,1990-Jul-16
16.365,120.546,5.4,mw,1990-07-16 19:45:25.110000+00:00,"6 km NE of Taloy, Philippines",33.0,5.0-5.9,1990-Jul-16
16.338,120.424,5.3,mb,1990-07-16 16:19:34.010000+00:00,"1 km WNW of Lloren, Philippines",33.0,5.0-5.9,1990-Jul-16
16.509,120.62,5.3,mb,1990-07-16 15:08:07.610000+00:00,"3 km SSE of Tublay, Philippines",33.0,5.0-5.9,1990-Jul-16
16.31,120.443,5.4,mb,1990-07-16 15:04:27.030000+00:00,"2 km SSE of Lloren, Philippines",33.0,5.0-5.9,1990-Jul-16
16.285,120.457,5.7,ms,1990-07-16 13:31:13.220000+00:00,"2 km NNE of Caronoan West, Philippines",12.7,5.0-5.9,1990-Jul-16
15.746,121.224,5.4,mb,1990-07-16 13:02:41.880000+00:00,"5 km ENE of General Luna, Philippines",33.0,5.0-5.9,1990-Jul-16
16.208,120.797,5.0,mb,1990-07-16 12:32:05.980000+00:00,"13 km N of Cabalitian, Philippines",33.0,5.0-5.9,1990-Jul-16
16.445,120.945,5.2,mb,1990-07-16 10:24:24.270000+00:00,"11 km NW of Salinas, Philippines",33.0,5.0-5.9,1990-Jul-16
16.521,120.93,5.6,mb,1990-07-16 09:39:21.770000+00:00,"19 km NNW of Salinas, Philippines",15.7,5.0-5.9,1990-Jul-16
16.385,120.412,5.6,mb,1990-07-16 09:29:06.680000+00:00,"2 km N of Halog West, Philippines",18.2,5.0-5.9,1990-Jul-16
16.34,120.888,5.3,mb,1990-07-16 09:16:06.520000+00:00,"14 km WSW of Salinas, Philippines",23.4,5.0-5.9,1990-Jul-16
16.407,121.072,5.2,mb,1990-07-16 08:50:23.140000+00:00,"4 km WNW of Bambang, Philippines",33.0,5.0-5.9,1990-Jul-16
16.18,120.857,5.3,mb,1990-07-16 08:35:32.700000+00:00,"12 km NE of Cabalitian, Philippines",33.0,5.0-5.9,1990-Jul-16
16.753,120.471,5.0,mb,1990-07-16 08:32:00.990000+00:00,"5 km SSE of Corrooy, Philippines",33.0,5.0-5.9,1990-Jul-16
16.165,120.179,5.0,mb,1990-07-16 08:30:32.930000+00:00,"11 km ENE of Pangascasan, Philippines",33.0,5.0-5.9,1990-Jul-16
16.499,120.24,5.2,mb,1990-07-16 08:00:52.460000+00:00,"9 km W of Payocpoc Sur, Philippines",33.0,5.0-5.9,1990-Jul-16
16.293,120.408,5.4,mb,1990-07-16 07:53:51.890000+00:00,"1 km NE of Bail, Philippines",33.0,5.0-5.9,1990-Jul-16
15.664,121.178,5.2,mb,1990-07-16 07:45:58.750000+00:00,"5 km NE of Bongabon, Philippines",33.0,5.0-5.9,1990-Jul-16
16.857,120.35,5.3,mb,1990-07-16 07:40:36.880000+00:00,"5 km WSW of Rimus, Philippines",33.0,5.0-5.9,1990-Jul-16
16.619,120.404,5.3,mb,1990-07-16 07:38:11.730000+00:00,"3 km WNW of Bagulin, Philippines",33.0,5.0-5.9,1990-Jul-16
15.679,121.172,7.7,mw,1990-07-16 07:26:34.610000+00:00,"4 km E of Macapsing, Philippines",25.1,7.0-7.9,1990-Jul-16
12.217,120.662,5.7,mw,1990-07-07 15:37:24.420000+00:00,"41 km SW of Adela, Philippines",26.7,5.0-5.9,1990-Jul-07
17.876,122.406,5.4,mw,1990-06-21 14:37:12.400000+00:00,"52 km E of Awallan, Philippines",32.6,5.0-5.9,1990-Jun-21
11.312,122.252,5.5,mw,1990-06-14 21:56:48.190000+00:00,"8 km SSW of Manika, Philippines",22.9,5.0-5.9,1990-Jun-14
11.49,122.281,5.0,mb,1990-06-14 11:49:01.350000+00:00,"2 km WNW of Libacao, Philippines",16.9,5.0-5.9,1990-Jun-14
11.603,121.808,5.6,ms,1990-06-14 08:31:10.010000+00:00,"19 km SSW of Union, Philippines",17.8,5.0-5.9,1990-Jun-14
11.76,121.899,7.1,mw,1990-06-14 07:40:56.210000+00:00,"0 km ESE of Union, Philippines",18.1,7.0-7.9,1990-Jun-14
15.97,120.237,5.2,mw,1990-05-29 12:35:28.920000+00:00,"2 km NE of Bugallon, Philippines",45.9,5.0-5.9,1990-May-29
12.703,120.933,5.1,mb,1990-05-27 14:00:36.370000+00:00,"Mindoro, Philippines",33.0,5.0-5.9,1990-May-27
12.412,121.888,5.0,mb,1990-05-26 13:25:56.720000+00:00,"11 km W of Odiongan, Philippines",35.8,5.0-5.9,1990-May-26
13.504,121.026,5.1,mb,1990-05-17 09:40:11.470000+00:00,"5 km E of Sabang, Philippines",33.0,5.0-5.9,1990-May-17
14.392,119.229,5.1,mb,1990-02-16 00:15:18.550000+00:00,"104 km WNW of Cabra, Philippines",29.9,5.0-5.9,1990-Feb-16
14.603,119.437,5.9,mw,1990-01-24 19:33:31.110000+00:00,"78 km WSW of San Nicolas, Philippines",23.1,5.0-5.9,1990-Jan-24
12.661,125.038,5.2,mw,1990-01-13 03:32:15.270000+00:00,"0 km WSW of Cabodiongan, Philippines",36.1,5.0-5.9,1990-Jan-13
12.654,125.06,5.1,mb,1989-12-10 01:18:47.570000+00:00,"Samar, Philippines",57.8,5.0-5.9,1989-Dec-10
13.622,120.783,5.0,mb,1989-09-20 04:59:46.030000+00:00,"10 km WSW of Tingloy, Philippines",152.3,5.0-5.9,1989-Sep-20
13.105,121.445,5.0,ms,1989-08-11 07:39:47.710000+00:00,"2 km ENE of Maluanluan, Philippines",27.8,5.0-5.9,1989-Aug-11
12.103,120.847,5.3,mw,1989-08-04 04:28:43.770000+00:00,"33 km WSW of Santa Teresa, Philippines",33.0,5.0-5.9,1989-Aug-04
13.428,120.864,5.0,mb,1989-08-03 07:40:30.590000+00:00,"7 km SE of Odala, Philippines",21.7,5.0-5.9,1989-Aug-03
16.112,119.713,5.0,mb,1989-03-30 20:10:06.430000+00:00,"7 km WSW of Aloleng, Philippines",34.9,5.0-5.9,1989-Mar-30
