"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000000713","713","PHILIPPINE CHILDREN'S MEDICAL CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","QUEZON AVENUE CORNER AGHAM ROAD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","BAGONG PAG-ASA","1381300009","","+63 029246601","+63 025889900","+63 029240887","officeofthedirector@pcmc.gov.ph","hiss@pcmc.gov.ph","","Level 3","200","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000714","714","PHILIPPINE HEART CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","EAST AVENUE, DILIMAN","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","CENTRAL","1381300020","","+63 029252401","+63 029220551","+63 029220551","director@phc.gov.ph","adas@phc.gov.ph","","Level 3","454","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000715","715","PHILIPPINE ORTHOPEDIC CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","MA. CLARA STREET CORNER BANAWE STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","SANTA TERESITA","1381300107","","+63 027320454","+63 027114276","+63 027124601","poc.medicalcenter.chief@gmail.com","","","Level 3","700","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000003066","3066","PNP GENERAL HOSPITAL","","","","Health Facility","Hospital","Government","Philippine National Police","","EDSA, CAMP CRAME","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","BAGONG LIPUNAN NG CRAME","1381300008","","+63 0287220670","+63 0287230401","","pnpghphilhealthsection@gmail.com","","","Level 2","176","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000038397","38397","POPE JOHN PAUL II HOSPITAL AND MEDICAL CENTER INC.","","","","Health Facility","Hospital","Private","","","545 E ALABANG ZAPOTE ROAD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF LAS PI?AS","1380200000","TALON UNO","1380200008","1747","+63 88260285","","","pjp2hmc.executivesecretary@gmail.com","","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000032015","32015","PROVIDENCE HOSPITAL, INC.","","","","Health Facility","Hospital","Private","","","1515 WEST TRIANGLE, QUEZON AVENUE","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","WEST TRIANGLE","1381300133","1104","+63 0285586999","","+63 025586999","admin@providencehospital.com.ph","phi.admin@providencehospital.com.ph","","Level 2","75","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000004124","4124","QUEZON CITY GENERAL HOSPITAL","","","","Health Facility","Hospital","Government","Local Government Unit","","SEMINARY ROAD, EDSA","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","BAHAY TORO","1381300012","","+63 024261383","+63 024261321","+63 029207081","qcghdo@gmail.com","jobsaando@yahoo.com/jobsamd@yahoo.com","","Level 3","250","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000007520","7520","QUIRINO MEMORIAL MEDICAL CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","J. P. RIZAL CORNER P. TUAZON STREET, PROJECT 4, KATIPUNAN","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","MARILAG","1381300062","","+63 029134758","+63 024212250","+63 029134758","","","","Level 3","460","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000034334","34334","RECUENCO GENERAL HOSPITAL, INC.","RECUENCO MEDICAL, MATERNITY, CHILDREN &amp; WELL BABY CLINIC","","","Health Facility","Hospital","Private","","","68 SAMPALOC EXTENSION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","137600000","CITY OF TAGUIG","138150000","NORTH SIGNAL VILLAGE","1381500024","1630","+63 028085950","+63 028379679","","recuencogeneralhospitalinc@gmail.com","recuencomedical@gmail.com","","Level 1","12","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000002232","2232","RESEARCH INSTITUTE FOR TROPICAL MEDICINE","","","","Health Facility","Hospital","Government","Department Of Health","","FILINVEST CORPORATE CITY","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF MUNTINLUPA","1380800000","ALABANG","1380800001","","+63 028072628","+63 028072632","+63 028422245","director.ritmdoh@gmail.com","","www.ritm.gov.ph","Level 3","50","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000727","727","RIZAL MEDICAL CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","PASIG BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF PASIG","1381200000","BAGONG ILOG","1381200001","1600","+63 028658400","+63 026719616","+63 026719616","rizalmedicalcenter@gmail.com","","rmc.doh.gov.ph","Level 3","300","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000037966","37966","ROSARIO MACLANG BAUTISTA GENERAL HOSPITAL","","","","Health Facility","Hospital","Government","Local Government Unit","","IBF ROAD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","BATASAN HILLS","1381300139","1126","+63 024000648","","","rmbgh@quezoncity.gov.ph","rmbgh2019@gmail.com","","Level 2","107","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000002550","2550","SALVE REGINA GENERAL HOSPITAL, INC.","","","","Health Facility","Hospital","Private","","","LOT A 2A MARCOS HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","137400000","CITY OF PASIG","138120000","DELA PAZ","1381200006","","(02) 86453035","+63 0286453060","+63 026453035","salvereginahosp@gmail.com","","","Level 1","50","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000005084","5084","SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.","","","","Health Facility","Hospital","Private","","","2772 ROXAS BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","PASAY CITY","1381100000","BARANGAY 76","1381100076","1300","+63 028319731","+63 028315641","+63 028316921","vphs@sanjuandedios.org","","","Level 3","230","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000002314","2314","SAN JUAN MEDICAL CENTER","","","","Health Facility","Hospital","Government","Local Government Unit","","N.DOMINGO STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF SAN JUAN","1381400000","BALONG-BATO","1381400002","1500","87253765","+63 027249948","+63 027253765","sanjuan.medicalcenter@yahoo.com","","","Level 1","150","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2022"
"DOH000000000004799","4799","SAN LAZARO HOSPITAL","","","","Health Facility","Hospital","Government","Department Of Health","","QUIRICADA STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","SANTA CRUZ","1380605000","BARANGAY 331","1380605033","","+63 023099552","+63 027116966","+63 027116966","NNLAZARO@DOH.GOV.PH","","","Level 3","500","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000004475","4475","SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.","SAN LORENZO GENERAL HOSPITAL","","","Health Facility","Hospital","Private","","Corporation","QUIRINO HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","PASONG PUTIK PROPER","1381300079","","82989533","+63 029302195","+63 029302195","lagro.sanlorenzohospital@gmail.com","sanlorenzohospital.lagro@yahoo.com","","Level 1","18","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2022"
"DOH000000000007064","7064","SAN LORENZO RUIZ GENERAL HOSPITAL","SAN LORENZO RUIZ WOMEN'S HOSPITAL","","","Health Facility","Hospital","Government","Department Of Health","","25 O. REYES STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, THIRD DISTRICT (NOT A PROVINCE)","1375000000","CITY OF MALABON","1380400000","SANTOLAN","1380400017","1478","8294485355","+63 0282939112","","slrwh_malabon@yahoo.com","","","Level 1","10","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000005470","5470","SDS MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","","KATIPUNAN COR. PIO DEL PILAR","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","137400000","CITY OF MARIKINA","138070000","CONCEPCION DOS","1380700012","","+63 0289337078","","+63 029337078","sdsmedicalrecords@gmail.com","","","Level 1","22","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000005687","5687","SEAMEN'S HOSPITAL","","","","Health Facility","Hospital","Private","","","CABILDO STREET CORNER SAN JOSE STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","INTRAMUROS","1380609000","BARANGAY 657","1380609004","1000","+63 025278116","+63 025271120","+63 025273554","shosp_mnl@amosup.org","","","Level 3","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000004437","4437","SOUTH SUPERHIGHWAY MEDICAL CENTER","","","","Health Facility","Hospital","Private","","","KM. 17, WEST SERVICE ROAD, SOUTH SUPER HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF PARA?AQUE","1381000000","MARCELO GREEN VILLAGE","1381000009","","+63 028218452","","+63 028234344","info@ssmchealth.com","","","Level 2","50","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2022"
"DOH000000000013518","13518","ST. ANTHONY MEDICAL CENTER OF MARIKINA, INC.","ST. JOHN THE BAPTIST HOSPITAL OF MARIKINA","","","Health Facility","Hospital","Private","","","32 SANTA ANA EXTENSION COR. BETELNUT STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF MARIKINA","1380700000","SAN ROQUE","1380700008","","+63 026823240","","+63 026823844","samcm@saintanthony.com.ph","","","Level 2","34","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000024433","24433","ST. CAMILLUS MEDICAL CENTER","","","","Health Facility","Hospital","Private","","","116 E. AMANG RODRIGUEZ AVENUE","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF PASIG","1381200000","SANTOLAN","1381200027","1600","+63 026453741","","+63 026820366","hdoscmc@yhaoo.com","","","Level 2","40","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000023753","23753","ST. CHRISTIANA HOSPITAL, INC.","ST. CHRISTIANA MATERNITY HOSPITAL","","","Health Facility","Hospital","Private","","","3338 KAGINHAWAAN ROAD, KARANGALAN VILLAGE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","137400000","CITY OF PASIG","138120000","MANGGAHAN","1381200011","1611","+63 026828751","","+63 026846926","stchristiana_hospital2010@yahoo.com","aebrodriguez@yahoo.com.sg","","Level 1","10","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000000758","758","ST. CLARE'S MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","","1838 DIAN STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF MAKATI","1380300000","PALANAN","1380300015","","+63 028316512","+63 028316514","+63 028315445","scmc1972@yahoo.com","","","Level 2","75","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000768","768","ST. JUDE GENERAL HOSPITAL AND MEDICAL CENTER","ST. JUDE HOSPITAL AND MEDICAL CENTER","","","Health Facility","Hospital","Private","","","DIMASALANG CORNER DON QUIJOTE STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","SAMPALOC","1380606000","BARANGAY 497","1380606103","1008","+63 027312761","+63 027312765","+63 023109027","hrd.stjudehospital@gmail.com","admistjudehosp@gmail.com","","Level 3","50","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000003522","3522","ST. LUKE'S MEDICAL CENTER","","","","Health Facility","Hospital","Private","","","279 E. RODRIGUEZ SR. BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","KALUSUGAN","1381300047","","+63 027230101","","+63 027270419","mdrepollo.bgc@stluke.com.ph","Isgolimlim@stlukes.com.ph","","Level 3","633","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000007987","7987","ST. LUKE'S MEDICAL CENTER-GLOBAL CITY","","","","Health Facility","Hospital","Private","","","BLOCK 16 LOT 18, CRESCENT PARK, RIZAL DRIVE, CORNER 32ND STREET BONIFACIO GLOBAL CITY","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF TAGUIG","1381500000","FORT BONIFACIO","1381500020","","+63 027897700","","","slmc.info@stluke.com.ph","","","Level 3","528","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000778","778","ST. MARTIN DE PORRES CHARITY HOSPITAL","","","","Health Facility","Hospital","Private","","","70 A. BONIFACIO STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF SAN JUAN","1381400000","KABAYANAN","1381400008","1500","+63 027230741","","+63 027254796","smpch59@yahoo.com","","","Level 1","18","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000000774","774","ST. VICTORIA HOSPITAL","","","","Health Facility","Hospital","Private","","","444 J.P. RIZAL STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","137400000","CITY OF MARIKINA","138070000","SANTO NI?O","1380700010","","+63 029422022","+63 029415081","","ubaldelevi@yahoo.com","stvictoriahospitalbillingdepartment@gmai","","Level 1","55","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000022598","22598","STA. ANA HOSPITAL","","","","Health Facility","Hospital","Government","Local Government Unit","","NEW PANADEROS STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","SANTA ANA","1380614000","BARANGAY 886","1380614079","","+63 025166151","+63 027246238","+63 025166153","","","","Level 2","300","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000788","788","TAGUIG-PATEROS DISTRICT HOSPITAL","","","","Health Facility","Hospital","Government","Local Government Unit","","EAST SERVICE ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","137600000","CITY OF TAGUIG","138150000","WESTERN BICUTAN","1381500018","","+63 028383485","","","taguigpaterosdistricthospital@ymail.com","","","Level 1","110","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000005104","5104","THE MEDICAL CITY","","","","Health Facility","Hospital","Private","","","ORTIGAS AVENUE","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF PASIG","1381200000","UGONG","1381200029","","+63 029881000","+63 029887000","+63 026353325","ejframos@themedicalcity.com","","","Level 3","522","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000032082","32082","THE PREMIER MEDICAL CENTER","","","","Health Facility","Hospital","Private","","","LOT 2, AMVEL BUSINESS PARK, DR. A. SANTOS AVENUE, SUCAT ROAD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF PARA?AQUE","1381000000","SAN DIONISIO","1381000004","","+63 028652200","","","Premier_hospital@yahoo.com","","","Level 2","50","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000006596","6596","TONDO MEDICAL CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","HONORIO LOPEZ BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","TONDO I/II","1380601000","BARANGAY 126","1380601126","1012","+63 025221174","+63 025229244","+63 022528661","tmcmcc2015@yahoo.com","","","Level 3","200","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000032083","32083","TRICITY MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","","269 C. RAYMUNDO AVENUE","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","CITY OF PASIG","1381200000","MAYBUNGA","1381200012","","+63 022759752","","","tricitymedicalcntr@yahoo.com.ph","","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000002852","2852","TRINITY WOMAN AND CHILD CENTER ""THE BIRTHPLACE""","","","","Health Facility","Hospital","Private","","","2732 NEW PANADEROS STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","SANTA ANA","1380614000","BARANGAY 888","1380614081","","+63 025641510","+63 025641512","+63 025641510","","","","Level 1","18","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2022"
"DOH000000000000698","698","UHBI-PARAÑAQUE DOCTORS HOSPITAL, INC.","PARANAQUE DOCTOR'S HOSPITAL","","","Health Facility","Hospital","Private","","","175 DOÑA SOLEDAD AVENUE BETTER LIVING SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF PARA?AQUE","1381000000","DON BOSCO","1381000008","","+63 028281340","+63 027760644","+63 027760644","parañaquedoctors@yahoo.com.ph","","","Level 2","94","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000032017","32017","UNIHEALTH PARAÑAQUE HOSPITAL AND MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","","DR. A. SANTOS AVENUE, VALLEY 1","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF PARA?AQUE","1381000000","SAN ANTONIO","1381000012","1715","+63 028320636","+63 028320641","+63 028320627","balmesclaire17@yahoo.com","","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000797","797","UNITED DOCTORS MEDICAL CENTER","","","","Health Facility","Hospital","Private","","","290 ESPANA CORNER 6TH N. RAMIREZ STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","DON MANUEL","1381300033","","+63 027123640","+63 027123223","+63 027120575","udmcbusinessoffice@yahoo.com","","","Level 3","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000798","798","UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","","ALABANG-ZAPOTE RD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, FOURTH DISTRICT (NOT A PROVINCE)","1376000000","CITY OF LAS PI?AS","1380200000","PAMPLONA UNO","1380200006","","+63 028748515","+63 028737210","+63 028737210","evphd_uphdmc@yahoo.com","","","Level 3","215","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000002997","2997","UNIVERSITY OF SANTO TOMAS HOSPITAL","","","","Health Facility","Hospital","Private","","","ESPAÑA BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","SAMPALOC","1380606000","BARANGAY 470","1380606076","1008","+63 027313001","","+63 027328189","medicaldirector@usthospital.com.ph","","","Level 3","700","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000005683","5683","University of the East Ramon Magsaysay Memorial Hospital","U.E.R.M. MEMORIAL HOSPITAL","","","Health Facility","Hospital","Private","","","AURORA BOULEVARD, DONA IMELDA","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","DO?A IMELDA","1381300031","","+63 027161853","","+63 027161853","uerm.edu.ph/docnap@gmail.com","","uerm.edu.ph","Level 3","307","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000005032","5032","UP-PHILIPPINE GENERAL HOSPITAL","","","","Health Facility","Hospital","Government","University Hospital","","TAFT AVENUE","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)","1380600000","ERMITA","1380608000","BARANGAY 670","1380608012","1000","+63 025548450","+63 025237123","+63 025242211","pgh_director@yahoo.com","","www.pgh.gov.ph","Level 3","1,334","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000025834","25834","UROLOGY CENTER OF THE PHILIPPINES, INC.","","","","Health Facility","Hospital","Private","","","NO. 62 MAGINOO STREET, DILIMAN","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","CENTRAL","1381300020","","02-89902373","+63 0289903031","+63 89903035","urologycenterpi@yahoo.com","","","Level 1","16","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2022"
"DOH000000000032020","32020","VALENZUELA CITICARE MEDICAL CENTER TIMOG HILAGA PROVIDENCE GROUP, INC.","VALENZUELA CITICARE MEDICAL CENTER","","","Health Facility","Hospital","Private","","","KM 14 MACARTHUR HIGHWAY","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, THIRD DISTRICT (NOT A PROVINCE)","1375000000","CITY OF VALENZUELA","1381600000","MALINTA","1381600017","1440","+63 028609300","+63 028609331","+63 028609355","valenzuelaciticare@yahoo.com","medrecords@citicare.com.ph","","Level 2","40","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000000802","802","VALENZUELA MEDICAL CENTER","","","","Health Facility","Hospital","Government","Department Of Health","","PADRIGAL STREET","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, THIRD DISTRICT (NOT A PROVINCE)","1375000000","CITY OF VALENZUELA","1381600000","KARUHATAN","1381600008","","+63 022946711","","+63 022914259","valgen_hosp@yahoo.com","","","Level 3","150","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000002911","2911","VETERANS MEMORIAL MEDICAL CENTER","","","","Health Facility","Hospital","Government","Department of National Defense","","NORTH AVENUE, DILIMAN","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","BAGONG PAG-ASA","1381300009","2019","+63 029202487","+63 029271250","+63 029262437","veteransmed@gmail.com","","","Level 3","766","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000004639","4639","VICTORIANO LUNA MEDICAL CENTER","AFP MEDICAL CENTER","","","Health Facility","Hospital","Government","Department of National Defense","","V. LUNA ROAD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","PINYAHAN","1381300082","1008","+63 024262701","+63 024262714","+63 029211741","registrar.afpmc@gmail.com","himdulmc@gmail.com","","Level 3","1,200","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000002872","2872","VILLAROSA HOSPITAL, INC.","VILLAROSA HOSPITAL","","","Health Facility","Hospital","Private","","","11 SALALILLA STREET PROJ 4","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","137400000","QUEZON CITY","138130000","MILAGROSA","1381300067","1109","87741609","+63 0284211281","","villahosp@yahoo.com","","","Level 1","10","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000025838","25838","VILLON-TANSINSIN HOSPITAL, INC.","VT MATERNITY HOSPITAL","","","Health Facility","Hospital","Private","","","3 TOYOTA AVENUE, CORNER GUERILLA STREET STO. NINO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","137400000","CITY OF MARIKINA","138070000","SANTO NI?O","1380700010","","+63 029426669","","","vtmaternityhospital1800@gmail.com","","","Level 1","20","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2023"
"DOH000000000000806","806","WORD OF HOPE GENERAL HOSPITAL FOUNDATION, INC.","","","","Health Facility","Hospital","Private","","","23 BUENAMAR STREET, BUENAMAR SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","NOVALICHES PROPER","1381300070","","+63 029301622","09178515790","","hopegeneralhospital@yahoo.com","","","Level 1","30","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2022"
"DOH000000000005107","5107","WORLD CITI MEDICAL CENTER","","","","Health Facility","Hospital","Private","","","960 AURORA BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","1300000000","NCR, SECOND DISTRICT (NOT A PROVINCE)","1374000000","QUEZON CITY","1381300000","BAGUMBUHAY","1381300007","","+63 029909262","+63 024384585","+63 029138383","","","","Level 3","276","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
